Subject,Content,Source,Category
,Die Geschwindigkeit des Downloads ist wesentlich höher als die Geschwindigkeit des Uploads. Auf Kupfernetzen sind grösstenteils nur asymmetrische Bandbreiten verfügbar.,FAQ(A only),Internet
,DSL (Digital Subscriber Line) Internet ist schweizweit verfügbar und über das Netzwerk von Swisscom erschlossen.,FAQ(A only),Internet
,"Sie Können ewb.TV auf bis zu fünf mobilen Geräten, Laptops und PCs gleichzeitig nutzen. Laden Sie dazu einfach die ewb.TV-App im Google Play Store oder im App Store herunter und loggen sich mit den Anmeldeinformationen ein, welche Sie in der Aufschaltbestätigung erhalten haben.",FAQ(A only),Internet
,"•Router kontrollieren und neu starten.
•Kontrollieren, ob das Stromkabel angeschlossen und der Router eingeschaltet ist.
•Kontrollieren, ob das Kabel für die Internetverbindung korrekt eingesteckt ist.
•Kontrollieren, ob das DSL- oder Fiber LED-Licht am Router leuchtet.
•Kontrollieren, ob Ihr WLAN am Router und dem Endgerät eingeschaltet ist.
•Kontrollieren, wie viele Anwendungen auf Ihrem Gerät gleichzeitig laufen. Zu viele Anwendungen verlangsamen das Internet.
•Kontrollieren Sie, ob der Router und die Geräte am Router korrekt eingesteckt sind.
•Bleiben alle diese Massnahme erfolglos, kontaktieren Sie unseren Kundendienst unter der Telefonnummer 031 321 31 11 oder via E-Mail an internet@ewb.ch.",FAQ(A only),Internet
,"Zuhause via WLAN surfen: Mit der WLAN-Funktion  sparen Sie dank Flatrate wertvolles Datenvolumen. Außerdem profitieren Sie von höhere Geschwindigkeit und einer sicheren Verbindung.
• Kontaktliste des Smartphones auf FRITZ!Box exportieren: Sie wollen die Kontaktliste Ihres Smartphones auch für die Festnetztelefonie mit dem FRITZ!Fon verwenden? In diesem Fall können Sie diese einfach in ein Telefonbuch auf der FRITZ!Box exportieren. 
• Das Smartphone als Festnetz-Erweiterung: Einfach das Smartphone ins Heimnetz integrieren und zu Festnetz-Konditionen telefonieren. Stellen Sie mit der FRITZ!App Fon die Verbindung her und synchronisieren Sie außerdem das Adressbuch oder nutzen Sie den Anrufbeantworter.",FAQ(A only),Internet
," Bei ewb.INTERNET gibt es keine versteckten Kosten. Sie zahlen weder eine Aufschaltgebühr noch eine Gebühr für die Benutzung des Netzes. Sogar die Installation der Glasfaserdose übernehmen wir für Sie. Bei DSL-Anschlüssen (Hausanschlusskasten zur Router Steckdose) können die Kosten für die Überführung der Leitung auf Sie zukommen, sofern Sie uns die Informationen zum Vormieter oder der Leitung nicht angeben können.",FAQ(A only),Internet
,"Für diese Strecke sind Sie als Kunde verantwortlich. Die Überführung vom Hausanschlusskasten (UP) bis zur Router-Steckdose sollte direkt verlegt werden. Auch in der Wohnung sollten keine anderen Steckdosen zwischengeschaltet werden. Nur eine Broadband Ready-Installation, die korrekt von einem Elektrofachmann durchgeführt wurde, gewährleistet Ihnen eine optimale DSL-Verbindung. Sollte auf dieser Strecke ein Problem auftreten, klären Sie dies bitte mit Ihrem Elektriker ab. ewb führt diese Installation, falls nötig, gerne kostenpflichtig für Sie durch",FAQ(A only),Internet
,"Auch für diese Strecke sind Sie als Kunde verantwortlich. Es sollte auch hier eine saubere Verkabelung direkt von Router-Steckdose bis zum Router durchgeführt werden. Überlange Kabel, alte Steckdosen, nicht saubere Kontakte usw. gilt es zu vermeiden. Auch in diesem Fall kann Sie Ihr Elektriker fachmännisch beraten und falls notwendig die Installation anpassen. ewb bietet Ihnen fachmännische Heiminstallationen zu einem fairen Preis an. Bestellen Sie diese am besten gleich mit.",FAQ(A only),Internet
,"Egal, ob im Coop mit Freunden oder online mit der ganzen Welt: Die FRITZ!Box ist der perfekte Gaming-Router. Hier gibt es Tipps fürs Zocken an den Konsolen und am PC.

https://avm.de/ratgeber/gaming/",FAQ(A only),Internet
," Sie können die Einstellungen der FRITZ!box über http://fritz.box konfigurieren. Geben Sie dazu diesen Link in einem Browser (Explorer, Firefox etc.) ein.",FAQ(A only),Internet
,"Dabei können FRITZ!Powerline und FRITZ!WLAN Repeater die Reichweite wo nötig erhöhen, während WLAN AC für einen zusätzlichen Geschwindigkeitsschub sorgt

https://avm.de/ratgeber/highspeed-und-reichweite/",FAQ(A only),Internet
,"Sie finden hier die Anleitung, um die  Sicherheitseinstellungen zu konfigurieren:

https://avm.de/ratgeber/sicherheit/",FAQ(A only),Internet
,Tipps & Tricks für Verbindungen zu anderen Herstellern https://avm.de/service/vpn/uebersicht/,FAQ(A only),Internet
,"Ihre FRITZ!Box kann Ihnen auch als Telefonzentrale dienen. Nutzen Sie den integrierten Anrufbeantworter, um alle Nummern individuell zu bedienen. Dank MyFRITZ!-Dienst haben Sie auch unterwegs Zugriff auf Sprachnachrichten und Anrufliste. https://avm.de/ratgeber/telefonieren-und-faxen/",FAQ(A only),Internet
,"Energie Wasser Bern schliesst die gesamte Stadt Bern bis 2022 ans Berner Glasfasernetz an. Leider können wir dabei nicht einzelne Liegenschaften bevorzugt erschliessen. Ob Sie bereits erschlossen sind oder wann Ihre Leigenschaft ggf. erschlossen wird, erfahren Sie auf dem Erschliessungs-Checker auf www.ewb.ch/erschliessung. Sofern der Grundanschluss vorhanden ist, installieren wir die Dose kostenlos in Ihrer Wohnung, wenn Sie ewb.INTERNET bestellen. 

Ihre Liegenschaft ist nicht erschlossen und es ist auch keine Erschliessung geplant? melden Sie sich bitte bei unserem Kundendienst, um weitere Informationen zu erhalten.",FAQ(A only),Internet
," Der Vertrag über ewb.INTERNET kann unter Einhaltung einer Kündigungsfrist von drei Monaten auf ein Monatsende gekündigt werden.

Der Vertrag über ewb.TV kann unter Einhaltung einer Kündigungsfrist von einem Monat auf ein Monatsende gekündigt werden.",FAQ(A only),Internet
,"Wir verrechnen die Internetdienstleistungen im Normalfall monatlich per E-Mail. Möchten Sie die Rechnung per Post erhalten, können Sie die Einstellungen im ewb-Kundenportal (https://kundenportal.ewb.ch/) anpassen oder mit unserem Kundendienst Kontakt aufnehmen. Eine gemeinsame Rechnung für Internet- und TV-Dienstleistungen und Strom sowie anderen Energiemedien ist im Moment leider nicht möglich. ",FAQ(A only),Internet
," Befolgen Sie einfach die Installationsanleitung für Ihren Router, welche Sie hier in den FAQ herunterladen können. Suchen Sie einfach nach Ihrem Router-Typ (z.Bsp. 7530)

Eine Ungewohntheit bei Installationen auf dem Glasfasernetz ist das Entfernen der Staubschutzkappen an der Dose, dem Router und dem Verbindungskabel. Dies weil die Internetsignale mittels Lichtwellen übertragen werden und das für eine optimale Übertragungsqualität saubere Kontakte erfordert.",FAQ(A only),Internet
," Sofern eine Liegenschaft an das Glasfasernetz angeschlossen ist, montiert ein Installateur von Energie Wasser Bern oder Swisscom nach erfolgter Bestellung von «ewb.INTERNET» die notwendige Glasfasersteckdose (OTO) für den Internetzugang in Ihrer Wohnung. Die Installation ist für Sie kostenlos.",FAQ(A only),Internet
,"Berner Glasfasernetz:

Optische Schnittstelle OTO: Stecker Typ an der Dose ist LC/APC (8° Schliff)

Optische Schnittstelle Router: 1000Base-BX-U, 10km, RX 1490nm (-20..-3dBm) / Tx 1310nm (-9.5..-3dBm)

Optisches Patchkabel:   Single Mode Faser 9/125 Simplex, stahlarmiert G.657A, Seite OTO: LC/APC (8° Schliff), Seite Router: LC/PC oder SC/PC, 

WAN:   Ethernet

Protokoll:  DHCP

 

BBCS Glasfaser:

Optische Schnittstelle OTO: Stecker Typ an der Dose ist LC/APC (8° Schliff)

Optische Schnittstelle Router: 1000Base-BX-U, 10km, RX 1490nm (-20..-3dBm) / Tx 1310nm (-9.5..-3dBm)

Optisches Patchkabel:   Single Mode Faser 9/125 Simplex, stahlarmiert G.657A, Seite OTO: LC/APC (8° Schliff), Seite Router: LC/PC oder SC/PC, 

WAN:   Ethernet

Protokoll:  DHCP, PPPoE (Kunden mit fixer IP Adresse)

VLAN:   10, 11 für Kunden mit fixer IP Adresse

Gerät:  Nur von Swisscom zugelassene Geräte",FAQ(A only),Internet
,"BBCS Kupfer:

Patchkabel: U72 Kabel (oder besser). Ein CAT5 (UTP oder STP) wird empfohlen.

WAN:  ADSL (Annex A/B) gemäss TS 101 388, VDSLVectoring(Annex B/M) gemäss TS 101 271, G.fast ITU-T G.9700 & 9701

Protokoll:  DHCP, PPPoE für Kunden mit fixer IP Adresse

DSL:   VPI=8, VCI=35

Gerät:  Nur von Swisscom zugelassene Geräte 

Alle BBCS relevanten Informationen finden sich unter: https://www.swisscom.ch/de/business/wholesale/angebot/anschluesse/BBCS/AktuelleVertragsdokumente.html",FAQ(A only),Internet
,"Die Sender entscheiden grundsätzlich selber, ob sie diese Funktion zulassen oder nicht. In unserer Senderliste erfahren Sie, welche Sender Replay haben und welche nicht.",FAQ(A only),Internet
,"Je nach Produkt können Sie über drei TV-Boxen und bis zu fünf weitere Geräte wie Mobile, Tablet oder PC fernsehen. ",FAQ(A only),Internet
,"
  


Wenn Sie Apple TV oder Chrome Cast haben oder gar nicht mit dem grossen TV fernsehen wollen, dann benötigen Sie keine TV-Box. Um ewb.TV ohne die eben genannten Optionen in bester Qualität auf ihrem Fernseher zu geniessen, empfehlen wir Ihnen jedoch unsere TV-Box. ",FAQ(A only),Internet
,Leider gibt es im Moment noch keine Smart TV App von ewb.TV. Eine Solche App befindet sich aber in Planung. Ein Release-Datum ist noch nicht bekannt.,FAQ(A only),Internet
,"ewb.TV bietet bewusst kein VOD an. Sie finden aber in den Stores von Google, Apple, Hollystar und anderen Anbietern eine riesige Auswahl an Filmen zu sehr attraktiven Preisen. ",FAQ(A only),Internet
,"Sie Können sich mit maximal drei TV-Boxen und fünf weiteren Geräten wie Handys, Tablets und Laptops bei ewb.TV anmelden (bei ewb.TV ""Sydefyn"" sind es zwei weitere Geräte). Dabei wird die Anzahl angemeldeter Geräte gezählt und nicht die Anzahl gleichzeitiger TV-Streams. Wenn Sie sich auf einem neuen Gerät anmelden wollen, die maximale Anzahl jedoch bereits erreicht ist, erscheint eine Fehlermeldung. In diesem Fall loggen Sie sich über ein bereits registiertes Gerät auf der App oder im Browser ein, klicken auf ""Einstellungen"" danach auf ""App Einstellungen"". In dieser Rubrik können Sie die angemeldeten Geräte verwalten und mittels Klick auf den ""Mülleimer"" Geräte aus der Liste löschen, welche Sie nicht mehr verwenden. Solange die maximale Anzahl nicht überschritten ist, können Sie sich jederzeit wieder auf einem gelöschten Gerät neu anmelden. ",FAQ(A only),Internet
,"Wenn Sie die Mail-Adresse, mit welcher Sie sich bei ewb.INTERNET und/oder ewb.TV angemeldet haben, ändern möchten, wenden Sie sich bitte an unseren Kundendienst. Am Besten tun Sie dies direkt per Mail an internet@ewb.ch. ",FAQ(A only),Internet
,"1.Starten Sie tv.ewb.ch oder öffnen Sie eine der TV-Apps.
2.Klicken Sie auf ""Passwort vergessen"".
3.Füllen Sie Ihre E-Mail-Adresse, welche Sie bei der Bestellung von ewb.TV verwendet haben, in das entsprechende Feld und klicken Sie auf ""weiter"".
4.Geben Sie Ihr neues Passwort ein und wiederholen Sie dieses ein zweites Mal.
5.Loggen Sie sich mit dem neuen Passwort bei ewb.TV ein.",FAQ(A only),Internet
,"Sie können die Menusprache sowie die Sprachen für Untertitel unter dem Menupunkt ""Audio & Video"" im Einstellungsmenu ändern. Hier können Sie auch die Anzeigegrösse Ihres Bildschirmes  anpassen, sowie weitere Einstellungen vornehmen.",FAQ(A only),Internet
,"Sie können die Sender ganz beliebig ordnen. Die Anleitung finden Sie dazu im Browser oder der App unter ""Einstellungen"". Auf der TV-Box können Sie sogar mehrere Listen und verschiedene User-Profile erstellen. Diese Funktionen finden Sie auf der Box ebenfalls unter ""Einstellungen"".",FAQ(A only),Internet
,"Um ewb.TV auf einem Laptop oder PC nutzen zu können, öffnen Sie die URL https://tv.ewb.ch und loggen sich mit den Anmeldeinformationen ein, welche Sie in der Aufschaltbestätigung erhalten haben.",FAQ(A only),Internet
,"Sie können so viele Abos gleichzeitig nutzen, wie Sie möchten. Sie können dafür sogar dieselbe E-Mailadresse verwenden. In diesem Fall werden Sie sämtliche Rechnungen auch an diese Adresse zugesendet erhalten. Wenn Sie aber mehrere Abos mit derselben Email-Adresse haben, kann das Passwort nicht mehr über den ""Passwort-Vergessen"" Link zurückgesetzt werden. Da eine Mailadresse mit mehreren Abos verbunden ist, weiss unser System dann nicht mehr, für welches Abo das Psswort zurückgesetzt werden muss. Melden Sie sich in disem Fall bitte bei unserem Kundendienst",FAQ(A only),Internet
,Unsere TV-Box basiert auf Android TV Operator Teir und ist damit mit fast allen Android Devices und Apps kompatibel.,FAQ(A only),Internet
,"Ein TV-Signal für eine TV-Box benötigt mehr Bandbreite als eines für Mobile Devices. Wir müssen diese Bandbreite zusätzlich einkaufen, was Zusatzkosten verursacht.",FAQ(A only),Internet
,Sämtliche TV-Sender von ewb.TV sind in unserer Senderliste aufgeführt.,FAQ(A only),Internet
,"Ja, ewb.TV unterstützt beide Plattformen.",FAQ(A only),Internet
,"Viele Kunden haben eigene Geräte wie Apple TV oder nutzen Services wie Crome Cast, mit welchen sie ewb.TV auf dem Fernseher schauen können. Es würde deshalb keinen Sinn machen, die Abo-Preise zu erhöhen, um die Box kostenlos abgeben zu können.",FAQ(A only),Internet
,"Aufnahmen sind nur mit dem Abo ewb.TV.Obenuse möglich.

 Um Sendungen aufzunehmen, haben Sie verscheidene Möglichkeiten:
1.Einfach während der Sendung die rote Aufnahmetaste auf der Fernbedienung drücken.
2.Im Guide auf die gewünschte Sendung gehen und die Aufnahmetaste drücken. Sie können dann auswählen, ob nur eine Sendung oder eine ganze Staffel einer Sendung aufgenommen werden soll.

In den Apps funktionieren die Aufnahmen ganz ähnlich. Anstelle auf die rote Aufnahmetaste auf der Fernbedienung zu drücken, klicken sie auf den roten Punkt in der Sendungsbeschreibung.
 Aufgenommene Sendungen sind unter dem Menu-Punkt Aufnahmen abspielbar. 
 Aufgenommene Sendungen bleiben nach der Aufnahme ein Jahr lang gespeichert, danach werden diese automatisch gelöscht.
",FAQ(A only),Internet
,"Dafür haben sie 2 Möglichkeiten:
1.Sie loggen sich aus der App- oder der Browserversion aus und klicken beim Anmeldebildschirm auf ""Passwort vergessen"" und folgen anschliessend den Anweisungen.
2.Gehen Sie unter ""Einstellungen"" auf: ""Konto verwalten"" und danach ""Passwort ändern"".",FAQ(A only),Internet
,"Sie können die TV-Box per LAN oder WLAN verbinden. Für ein optimales TV-Erlebnis nutzen Sie am besten das mitgelieferte LAN-Kabel. Ist dieses zu kurz, können sie im praktisch jedem Elektronik-Fachhandel längere Kabel kaufen. ",FAQ(A only),Internet
,"Aufnahmen bleiben ein Jahr nach dem Aufnahmedatum bestehen, danach werden diese automatisch gelöscht.",FAQ(A only),Internet
,"Sie haben 2 Jahre Garantie auf das Gerät. Tritt während dieser Zeit ein defekt aus, wechseln wir das Geräte umgehend un kostenlos aus. Sie müssen uns aber im Anschluss das alte Gerät retournieren, damit wir den Defekt suchen können.
 Tritt ein defekt nach dem Ablauf der Garantiedauer auf, entscheidet ewb von Fall zu Fall, welche die beste Lösung für Sie ist.",FAQ(A only),Internet
,"Sie können ewb.TV in der ganzen Schweiz nutzen, Sie brauchen dazu nur eine Internetverbindung. Im Ausland funktioniert ewb.TV aus rechtlichen Gründen leider nicht.",FAQ(A only),Internet
,"Die Mobile Apps von ewb.TV für Android und iOS unterstützen die Funktionen vollumfänglich. Sie können mit nur einem Klick Ihre Lieblingssendung vom Handy oder Tablet auf eine Apple-TV-Box, ein Chrome Cast oder einen dafür geeigneten Fernseher streamen.",FAQ(A only),Internet
,"Wir selber können Ihnen leider keine Möglichkeit bieten, spezielle Spiele zu mieten oder in einem Zusatzpaket zu abonnieren. Auf ewb.TV haben Sie aber eine grosse Auswahl an Sportsendern für jeden Geschmack. Sollte Ihnen das nicht ausreichen, bietet Ihnen beispielsweise Sky Sports eine Apple-TV- und eine Android-TV-App, über welche Sie auch die Spiele der Schweizer Eisockey-Ligen schauen können, welche nicht im Free TV ausgestrahlt werden.",FAQ(A only),Internet
,Allgemeine Geschäftsbedingungen,FAQ(A only),Internet
,"Die Replay-Funktion befindet sich in der Apple TV App hinter den drei Punkten (...) rechts unterhalb des Bildes für die Sendungsvorschau. Wenn si darauf klicken, können Sie im Guide die bereits ausgestrahlten Sendungen des jeweileigen Senders auswählen. ",FAQ(A only),Internet
,"Zusammen mit der TV-Box haben Sie eine Anleitung für unsere ewb.TV Fernbedinung erhalten, welche sämtliche verfügbaren Funktionen erklärt. Unteranderem auch, wie Sie die Fernbedienung zur Steuerung Ihres Fernsehgerätes nutzen können. 
Hier gelangen Sie zum PDF dieser Anleitung.",FAQ(A only),Internet
,"Netflix möchte keine kleineren TV-Anbieter unterstützen und gibt ihre App, für die Installation auf einer durch den Anbieter personalisierten TV-Box, erst ab 1 Mio. Nutzer frei. Amazon Prime, Disney+, Sky sowie viele weitere Anbieter wählen ein Kundenfreundlicheres Vorgehen und haben keine Einschränkunfen für ihre Apps.",FAQ(A only),Internet
,"Als Gestehungskosten bezeichnet man in der Energiebranche Kosten für die eigene Energieproduktion oder den Zukauf resp. die Beschaffung fremder Energie (zusammengefasst Beschaffungskosten), zusätzlich dazu die Verwaltungs- und Vertriebskosten, Delkredere sowie zum Schluss den Gewinn des Vertriebs. Summiert nennt man diese aufgelaufenen Kosten dann Gestehungskosten.",FAQ(A only),Netz
,"Die verstärkte Nutzung der erneuerbaren Energien hat nicht nur eine Klimawirkung, sondern auch eine lokale Wirkung auf die Ökologie. Die Qualitätsdifferenzierung gewinnt dabei zunehmend an Bedeutung. Das Qualitätszeichen «naturemade star» ist laut einer Untersuchung von PricewaterhouseCoopers das einzige Gütezeichen, das durch seine Kriterien einen ökologischen, wissenschaftlich gestützten Standard in diesen Bereichen definiert. Als «Ökostrom» wird in der Schweiz daher vorwiegend derjenige Strom bezeichnet, der das Qualitätszeichen «naturemade star» trägt. Alle anderen Stromqualitäten aus erneuerbaren Energien werden als «Strom aus erneuerbaren Quellen» bezeichnet.",FAQ(A only),Netz
,Gemäss Reglement von ewb (ewr) liegt diese Kompetenz beim Verwaltungsrat.,FAQ(A only),Netz
,"Swissgrid ist die Nationale Netzgesellschaft und verantwortet als Übertragungsnetzeigentümerin den sicheren, zuverlässigen und wirtschaftlichen Betrieb des Schweizer Höchstspannungsnetzes. Das Unternehmen zählt 400 Mitarbeitende aus 17 Nationen mit Sitz in Laufenburg, Frick und Vevey. Als Mitglied des europäischen Netzwerks der Übertragungsnetzbetreiber ENTSO-E nimmt sie zudem Aufgaben im Bereich der Koordination und der Netznutzung im europäischen Stromaustausch wahr. Die Schweizer Elektrizitätsunternehmen Axpo Power, Alpiq, Alpiq Suisse, BKW, Axpo Trading, CKW und andere Aktionäre halten 100% des Swissgrid Aktienkapitals.",FAQ(A only),Netz
,"Die Nationale Netzgesellschaft Swissgrid ist als Übertragungsnetzeigentümerin für den sicheren, zuverlässigen und wirtschaftlichen Betrieb des Schweizer Höchstspannungsnetzes verantwortlich. Dafür darf Swissgrid Kosten erheben, die so genannten Systemdienstleistungen (SDL). Diese enthalten u.a. Kosten für das Systemmanagement, das Messdatenmanagement, die Spannungshaltung u.ä. Weitere Informationen sind unter www.swissgrid.ch zu finden.",FAQ(A only),Netz
,Alle Strompreise in der Schweiz sind auf der Website der ElCom publiziert und können unter www.strompreis.elcom.admin.ch von allen Kundinnen und Kunden einfach nachgeschlagen werden. ewb hat aktuell im Vergleich zum Schweizer Durchschnitt nach wie vor attraktive Strompreise.,FAQ(A only),Netz
,"Vorläufig benötigt Energie Wasser Bern den Strom in Bern noch nicht und verkauft diesen deshalb an den jeweiligen Staat. Im Gegenzug erhält ewb dafür die kostendeckende Einspeisevergütung. Längerfristig wird ewb den Strom selber verkaufen und diesen hierfür ins Netz des jeweiligen Landes einspeisen. Dies berechtigt ewb wiederum, die gleiche Menge Strom im Schweizer Netz zu beziehen.",FAQ(A only),Netz
,"Energie Wasser Bern will bis 2039 aus der Atomenergie aussteigen und investiert deshalb stark in Produktionsanlagen, die erneuerbare Energien nutzen. In der Schweiz sind diese Möglichkeiten aber beschränkt. Gerade bei Wind- und Sonnenkraft ist es sinnvoll, Anlagen an Standorten zu realisieren, wo am meisten Strom produziert werden kann - wie in windreichen Regionen im Norden Europas sowie in sonnenreichen Regionen im Süden Europas. Nichts desto trotz werden über 50% der neuen Kapazitäten in der Schweiz realisiert (Energiezentrale Forsthaus, KWO etc.)",FAQ(A only),Netz
,Mit dem Preisrechner Strom auf unserer Website unter www.ewb.ch/stromrechner können unsere Kundinnen und Kunden ganz einfach ihre Kosten online berechnen. Unsere Mitarbeitenden der Energieberatung und des Vertriebs geben gerne telefonisch den voraussichtlichen Betrag Ihrer Stromrechnung bekannt.,FAQ(A only),Netz
,"Als Energieversorgungsunternehmen (EVU), dessen Stromversorgung vor allem auf der Eigenproduktion basiert, verfügt Energie Wasser Bern über einen grossen Produktionspark, wie dies in der Eignerstrategie der Stadt Bern vorgesehen ist. Aufgrund der verhältnismässig kleinen zugekauften Menge profitiert das Unternehmen daher nur geringfügig von den derzeit tiefen Strompreisen an der Börse. Die höheren Gestehungskosten der eigenen Anlagen werden aber dank Effizienzsteigerung durch tiefere Betriebs- und Verwaltungskosten kompensiert. Deshalb bleiben die Energietarife 2016 unverändert auf dem gleichen Niveau des laufenden Jahres.",FAQ(A only),Netz
,"Die Eidgenössische Elektrizitätskommission (ElCom) ist die unabhängige staatliche Regulierungsbehörde im Elektrizitätsbereich. Sie überwacht die Einhaltung des Stromversorgungs- und Energiegesetzes, trifft die dazu nötigen Entscheide und erlässt Verfügungen. Sie überwacht die Strompreise und kann Absenkungen verfügen oder Erhöhungen untersagen. Ferner entscheidet sie als richterliche Behörde bei Differenzen betreffend den Netzzugang oder die Auszahlung der kostendeckenden Einspeisevergütung für erneuerbare Energien. Sie überwacht zudem die Versorgungssicherheit im Strombereich und regelt Fragen betreffend den internationalen Stromtransport und Stromhandel. Die sieben Kommissionsmitglieder werden vom Bundesrat gewählt. Sie sind von der Elektrizitätswirtschaft unabhängig. Die ElCom wird von alt Ständerat Carlo Schmid-Sutter präsidiert. Sie wird unterstützt von einem 34-köpfigen Fachsekretariat in Bern unter der Leitung von Rechtsanwalt Renato Tami.",FAQ(A only),Netz
,"Der Ausbau der Stromnetze ist in jedem Fall nötig, unabhängig von der Strategie von Energie Wasser Bern. Der Trend, dass Energie in den nächsten Jahren knapper und teurer wird, lässt sich global beobachten. Dieser würde sich auch dann einstellen, wenn die Schweizer Energieversorger weiterhin auf die nationale Produktion setzen würden, beispielsweise in neue Kernkraftwerke.",FAQ(A only),Netz
,"Nein, Strom sucht sich immer den kürzesten Weg. Somit wird der Strom in Bern von den Anlagen in der Umgebung geliefert. Der im Süden produzierte Solarstrom gelangt zu dortigen Kunden. Mittel- bis langfristig ist es aber das Ziel von Energie Wasser Bern, dass der im Ausland produzierte Strom auch von den Kundinnen und Kunden in der Schweiz gekauft werden kann.",FAQ(A only),Netz
,"Damit Kundinnen und Kunden künftig einen anderen Energieversorger wählen können (voraussichtlich mit der vollständigen Marktöffnung 2018), ist das Aufsplittern (Unbundling) zwischen Netznutzung und Stromlieferung notwendig. Die Netznutzung umfasst den Gebrauch der Netzinfrastruktur, um den Strom vom Kraftwerk via Netz zur Kundin oder zum Kunden zu transportieren. Bei der Netznutzung wird jede Kundin und jeder Kunde gemäss seinem Nutzungsverhalten – entscheidend sind der Stromkonsum und die beanspruchte Leistung – einer Netznutzungskategorie zugeteilt. Es besteht keine Wahlmöglichkeit, die Zuteilung dieser Netznutzungskategorie nimmt das Energieversorgungsunternehmen (EVU) vor. Die Stromlieferung bezeichnet die eigentliche elektrische Energie. Bei der Stromlieferung können alle Kundinnen und Kunden von Energie Wasser Bern zwischen drei verschiedenen Stromprodukten wählen. Diese unterscheiden sich hinsichtlich ihrer Produktionsart und dem Preis.",FAQ(A only),Netz
,"Die neuen Elektrizitätstarife für Netznutzung, Strom (Energie), Systemdienstleistungen Swissgrid und Abgaben müssen gemäss Art. 25 Abs. 1 StromVG in Verbindung mit Art. 10 StromVV jährlich per 31. August publiziert werden.",FAQ(A only),Netz
,Was versteht man unter Herkunftsnachweisen?,FAQ(A only),Netz
,"Verlegen von neuen Leitungen, auch Kundenwunsch oder Einzelmassnahme",FAQ(A only),Netz
,"Der Kunde bezahlt für den neuen Netzanschluss. In Art. 24 der Verordnungen heisst es, dass ewb die Kosten für den Netzanschluss trägt. Das bedeutet, dass ewb zum Beispiel die Bauunterunternehmung für den Aushub beauftragt und bezahlt.",FAQ(A only),Netz
,Formular Netzanschluss auf Website ausfüllen.,FAQ(A only),Netz
,Der Anschluss muss erneuert werden.,FAQ(A only),Netz
,Um die Versorgungssicherheit weiterhin gewährleisten zu können.,FAQ(A only),Netz
,Netzanschlüsse müssen so ca. alle 40 Jahre erneuert werden.,FAQ(A only),Netz
,Bis und mit der Kernbohrung / Dichtung am Gebäude (oranger & roter Teil) trägt ewb die Kosten. Für alles folgende gehen die Kosten zu Lasten des Kunden (violetter & grüner Teil).,FAQ(A only),Netz
,Vermutlich ist das Alterslimit in der anderen Strasse noch nicht erreicht. (Anschlüsse sind weniger alt).,FAQ(A only),Netz
,Die Leitungen müssen in einem Quartier ersetzt werden.,FAQ(A only),Netz
,"Begehungstermin = ewb-Projektleiter gehen vor Ort. Der Begehungstermin ist vor Baubeginn. Bei der Begehung wird definiert, ob das Verbindungselement (violett) auch saniert werden muss.",FAQ(A only),Netz
,"Eigentumsrechtlich gehört das Verbindungselement dem Hausbesitzer. Der Hausbesitzer könnte es auch sonst wo bestellen, aber dann fällt unter Umständen viel Koordinationsaufwand an.",FAQ(A only),Netz
,"Neubau: Der Anschluss wird mit dem Planer/Architekten zusammen geplant. Wo genau verlegt wird, weiss man erst nach der Begehung des Grundstücks. Bei einem zusätzlichen Gasanschluss weiss man zum Zeitpunkt der Offerte den genauen Standort noch nicht. Das ist erst nach der Begehung möglich.",FAQ(A only),Netz
,"Nein. Aber ewb hat das Recht, den Anschluss wieder zurück zu bauen (zu Lasten des Kunden). Die Frist ist momentan nicht geregelt.",FAQ(A only),Netz
,Vermutlich ist die Wasserleitung noch nicht sanierungsbedürftig (weniger als 40 Jahre alt),FAQ(A only),Netz
,"Wenn die Frist von 5 Jahren abgelaufen ist, passiert nichts.",FAQ(A only),Netz
,ewb macht keine Sicherheitsnachweise. Dazu braucht es einen konzessionierten Installateur.,FAQ(A only),Netz
,Eigentum ewb,FAQ(A only),Netz
,"Nein, der Sanierungstermin kann nicht verschoben werden. Es handelt sich dabei meist um grössere Projekte.",FAQ(A only),Netz
,ewb trägt die Kosten für den Bau etc. und verrechnet dem Kunden Tarife. Kosten ist nicht gleich Preis,FAQ(A only),Netz
,"Netzkostenbeitrag NKB.„Der Netzkostenbeitrag bemisst sich nach der Beanspruchung der Netzinfrastruktur, ungeachtet davon, ob Netzausbauten getätigt werden müssen oder nicht. Dieser deckt anteilmässig die Investitionen für die Erstellung und Erweiterung des vorgelagerten Netzes.“ (Einkauf ins vorgelagerte Netz, einmalige Verrechnung). Netzanschlussbeitrag NAB: „Der Netzanschlussbeitrag deckt die Aufwendungen für die technische Anbindung des Objekts / der Kundenanlage und einen Teil der Beanspruchung des jeweiligen Netzes (NE7).“",FAQ(A only),Netz
,"Nein, ein Kunde muss grundsätzlich nur an das Elektrizitäts- und das Wassernetz angeschlossen werden. Für E und W besteht ein öffentlicher Auftrag (Versorgungspflicht!). Für G und FW gibt es keine Versorgungspflicht und der Kunde wird dementsprechend nur angeschlossen, wenn es für ewb rentiert.",FAQ(A only),Netz
,"Die Felder Eigentümer, Rechnungsempfänger, Regulierer müssen alle ausgefüllt werden, sofern sie voneinander abweichen. ",FAQ(A only),Netz
